bitC0,bitC1,bitC2,bitC3,bitC4,bitC5,bitC6,bitC7,
1,2,3,4,5,6,8,16,
1,2,4,5,6,8,14,24,
1,2,3,5,9,12,14,28,
1,2,3,5,6,8,10,20,
1,2,3,4,6,8,9,20,
1,4,5,6,7,8,9,17,
1,2,3,4,5,6,10,12,
1,3,4,6,7,8,17,21,
1,2,3,5,8,10,11,13,
1,2,3,4,8,9,11,21,
1,2,4,5,7,8,11,22,
1,2,3,4,8,13,19,33,
1,2,4,5,6,7,8,12,
1,2,3,4,8,9,11,24,
1,2,4,5,6,10,12,20,
1,2,3,4,5,9,20,22,
1,2,3,4,5,10,16,19,
1,2,3,4,8,13,14,25,
1,2,3,4,7,17,22,30,
1,2,3,5,6,8,11,12,
1,2,3,6,7,8,11,20,
1,2,4,5,8,9,11,34,
1,2,3,6,11,12,22,32,
1,2,3,5,6,12,13,14,
1,2,3,4,6,8,11,12,
1,2,3,4,6,8,9,26,
1,2,3,4,5,6,9,11,
1,2,8,11,12,17,20,35,
1,2,3,4,5,6,10,21,
1,3,4,5,6,13,24,32,
1,2,3,6,7,8,14,17,
1,2,3,4,5,6,21,31,
1,2,3,5,7,8,11,15,
1,2,3,4,5,6,12,21,
1,2,3,4,6,7,9,15,
1,2,3,7,10,14,15,24,
1,2,4,5,6,9,10,11,
1,2,3,5,7,10,11,13,
1,3,4,8,9,15,17,25,
1,2,3,5,6,8,14,24,
1,2,3,4,7,8,13,21,
1,2,3,4,5,8,10,35,
1,2,3,4,6,8,11,15,
1,2,3,5,7,8,10,16,
1,2,4,6,11,16,24,32,
1,2,4,5,6,7,11,26,
1,2,3,8,9,17,23,28,
1,2,3,4,7,10,13,20,
1,2,3,4,6,8,13,31,
1,2,3,4,5,7,13,34,
1,2,3,5,6,8,10,13,
1,3,4,5,6,8,10,44,
1,2,4,6,7,8,11,14,
1,2,3,4,5,6,10,30,
1,2,4,6,8,9,12,16,
1,2,4,6,7,8,17,27,
1,2,4,5,9,12,15,39,
1,2,3,4,6,7,8,9,
1,2,4,5,6,13,28,45,
1,2,3,4,5,9,12,17,
1,2,3,4,5,6,15,17,
1,2,4,5,6,7,9,12,
1,2,3,5,6,8,14,30,
1,2,3,4,5,7,12,35,
1,2,3,4,5,6,23,39,
1,2,3,5,10,11,17,18,
1,2,3,5,6,10,12,14,
1,2,3,4,6,8,10,12,
1,2,3,4,5,9,20,42,
1,2,3,4,7,14,18,36,
1,2,4,5,8,11,13,22,
1,2,3,5,6,7,8,14,
1,2,3,4,8,9,14,16,
1,2,3,4,5,6,18,20,
1,2,4,5,7,12,14,41,
1,2,3,4,5,10,12,14,
1,2,4,5,7,8,9,12,
1,2,3,4,6,7,11,12,
1,2,3,4,7,8,10,14,
1,4,5,6,10,11,18,25,
1,2,4,5,6,9,11,15,
1,3,5,6,9,11,14,15,
1,2,3,5,6,8,17,21,
1,2,3,4,7,10,24,33,
1,2,3,5,6,10,11,12,
1,2,3,4,5,7,10,12,
1,2,3,5,12,13,16,23,
1,2,3,5,7,8,12,20,
1,2,3,5,6,7,13,15,
1,2,3,4,5,7,18,28,
1,2,3,4,11,12,13,27,
1,2,3,6,7,9,11,15,
1,3,5,6,7,11,12,18,
1,2,3,4,7,10,15,22,
1,2,4,5,6,7,8,17,
1,2,3,5,8,9,11,17,
1,2,3,7,8,9,11,14,
1,2,3,6,7,8,10,11,
1,2,3,4,8,9,26,30,
1,2,3,4,8,10,11,18,
1,3,4,7,10,16,24,30,
1,2,3,4,7,12,15,28,
1,2,3,5,6,9,25,28,
1,2,3,4,11,13,14,18,
1,2,3,5,6,7,8,10,
1,2,3,5,6,12,15,30,
1,2,3,4,5,8,12,14,
1,2,3,4,5,7,9,11,
1,3,4,5,6,10,15,43,
1,2,4,5,8,10,11,16,
1,2,3,5,6,12,20,24,
1,2,3,4,5,6,8,11,
1,3,5,6,8,10,14,15,
1,2,3,5,8,9,14,28,
1,2,3,4,5,9,10,22,
1,2,3,4,5,8,10,13,
1,2,3,4,6,12,13,15,
1,2,3,4,6,8,11,12,
1,2,3,5,7,9,11,36,
1,2,3,7,9,10,13,24,
1,2,4,5,7,12,20,27,
1,2,3,4,5,11,13,22,
1,2,4,6,12,15,19,22,
1,2,3,4,6,7,25,28,
1,2,3,4,5,7,12,14,
1,2,3,4,8,10,15,16,
1,2,3,4,5,6,9,14,
1,2,3,4,7,8,17,18,
1,2,3,4,7,10,14,16,
1,2,3,5,6,7,8,12,
1,2,3,4,11,12,15,18,
1,2,3,4,5,9,10,20,
1,2,3,4,5,8,12,24,
1,2,3,7,11,13,15,17,
1,3,4,6,7,8,15,24,
1,2,3,4,6,7,8,14,
1,2,3,4,5,7,12,14,
1,2,3,7,8,11,17,23,
1,2,3,5,9,12,15,16,
1,2,3,5,6,8,10,17,
1,2,3,4,5,12,13,23,
1,2,3,6,7,11,13,19,
1,2,4,5,8,9,12,18,
1,2,3,6,7,8,11,16,
1,3,4,5,7,9,12,19,
1,2,4,6,9,13,14,25,
1,2,6,9,12,13,16,17,
1,2,3,5,10,12,15,26,
1,2,3,4,5,8,15,30,
1,2,5,7,8,9,12,16,
1,2,4,6,7,9,15,17,
1,2,4,5,6,8,9,16,
1,2,3,4,5,8,11,18,
1,3,4,6,7,9,12,23,
1,2,5,6,7,8,9,12,
1,2,3,4,5,6,10,11,
1,2,3,4,6,13,18,26,
1,2,3,4,5,7,12,21,
1,2,3,4,8,13,16,21,
1,2,3,4,5,6,15,20,
1,2,3,4,5,6,9,12,
1,2,3,4,6,11,13,17,
1,2,3,5,9,12,13,14,
1,2,3,7,10,12,14,23,
1,2,3,4,5,6,7,10,
1,2,3,4,5,9,16,17,
1,2,3,5,8,9,11,13,
1,2,5,10,15,16,20,23,
1,4,7,8,11,12,23,27,
1,4,6,7,8,13,20,42,
1,2,3,4,5,21,32,35,
1,2,5,7,8,9,14,18,
1,2,4,5,7,8,13,17,
1,2,3,6,8,14,19,20,
1,2,5,7,9,11,17,40,
1,3,4,5,6,8,12,14,
1,2,3,4,6,7,10,13,
1,2,3,4,6,7,10,12,
1,2,3,5,7,13,14,22,
1,2,5,7,8,11,29,38,
1,3,4,6,11,14,16,17,
1,2,4,5,10,17,21,22,
1,2,3,6,8,14,17,21,
1,2,3,4,5,6,9,18,
1,2,3,6,12,13,16,24,
1,3,5,6,8,11,13,30,
1,2,3,4,8,9,14,19,
1,2,5,7,9,11,20,23,
1,4,5,7,8,14,20,22,
1,2,4,5,6,8,15,24,
1,2,3,4,7,8,12,15,
1,2,4,5,9,11,15,16,
1,2,3,4,7,10,11,26,
1,2,3,5,6,9,12,14,
1,2,4,5,7,10,21,22,
1,2,3,4,8,11,14,20,
1,2,4,5,7,9,14,16,
1,2,3,4,5,14,17,25,
1,2,3,5,8,9,10,37,
1,2,3,4,5,6,7,11,
1,2,4,5,7,8,10,19,
1,2,3,4,5,7,11,24,
1,2,8,10,11,13,16,24,
1,2,3,4,5,6,9,12,
1,2,3,4,5,9,18,34,
1,2,3,5,6,11,18,27,
1,2,3,4,5,16,24,26,
1,2,3,5,7,10,16,29,
1,2,3,4,5,7,13,23,
1,2,3,4,5,9,12,27,
1,2,4,5,10,14,24,39,
1,2,3,4,8,12,14,17,
1,2,3,4,8,9,11,15,
1,2,3,5,11,12,14,23,
1,2,3,6,8,9,12,17,
1,2,4,5,6,7,8,40,
1,3,4,5,6,9,10,17,
1,2,4,5,7,8,18,21,
1,2,4,5,6,10,14,27,
1,2,3,4,6,9,11,17,
1,2,3,4,5,6,7,12,
1,3,4,5,8,11,19,20,
1,2,4,6,9,12,19,23,
1,3,4,5,8,10,11,19,
1,2,4,5,10,15,20,28,
1,2,4,5,6,9,11,14,
1,2,3,5,6,12,19,20,
1,2,4,5,11,17,18,25,
1,2,4,5,7,10,19,20,
1,2,3,4,5,6,7,11,
1,2,3,5,7,9,11,19,
1,2,3,4,5,9,10,13,
1,2,3,4,5,8,10,11,
1,2,3,4,8,16,20,23,
1,2,3,4,6,15,30,31,
1,3,4,5,6,8,10,11,
1,2,3,5,6,7,14,18,
1,2,3,4,6,7,9,12,
1,3,5,6,7,8,11,29,
1,2,4,5,6,11,17,39,
1,2,3,6,7,11,12,43,
1,2,3,6,7,8,9,23,
1,2,3,4,7,10,11,15,
1,3,4,5,7,12,14,20,
1,2,5,6,7,8,19,41,
1,2,3,4,5,6,7,32,
1,2,3,5,6,10,14,33,
1,2,3,4,5,6,10,23,
1,2,4,5,6,8,30,44,
1,2,5,7,9,12,13,16,
1,2,3,4,5,10,14,19,
1,2,4,5,6,11,13,14,
1,3,5,6,7,8,14,22,
1,2,3,4,6,8,16,17,
1,2,3,4,6,10,11,27,
1,2,4,7,8,9,11,18,
1,2,4,5,12,18,21,26,
1,2,3,4,5,6,9,12,
1,2,5,6,9,19,20,26,
1,2,3,4,8,9,12,13,
1,2,6,8,9,10,11,12,
1,3,4,6,9,11,22,58,
1,2,4,5,12,13,22,28,
1,2,3,4,5,7,9,13,
1,2,3,5,8,9,14,21,
1,2,3,4,6,13,17,23,
1,2,5,7,8,13,14,17,
1,2,3,4,5,6,8,18,
1,2,4,5,6,8,10,11,
1,2,3,4,6,9,16,44,
1,2,3,5,8,16,17,20,
1,2,3,5,6,7,10,12,
1,2,3,5,6,7,11,21,
1,2,4,5,9,14,16,30,
1,2,3,6,9,15,16,22,
1,2,4,5,6,8,18,31,
1,2,3,4,5,21,30,41,
1,2,3,4,5,7,9,18,
1,2,3,5,6,8,12,30,
1,2,3,5,10,11,12,18,
1,2,3,4,5,12,15,37,
1,2,3,6,7,9,11,14,
1,3,4,8,9,10,15,25,
1,2,3,4,7,8,13,15,
1,2,3,6,9,11,13,15,
1,2,3,4,5,10,13,28,
1,2,3,4,5,6,7,25,
1,2,4,6,8,10,14,21,
1,2,4,6,7,10,12,16,
1,2,3,4,5,7,12,16,
1,2,3,4,7,9,11,15,
1,2,3,6,7,11,17,19,
1,2,3,6,8,11,13,17,
1,3,4,5,9,11,13,15,
1,3,4,5,6,7,9,23,
1,2,4,5,9,16,26,27,
1,2,3,4,5,6,10,31,
1,2,3,4,5,6,8,38,
1,2,4,5,6,7,19,23,
1,3,4,5,7,9,14,28,
1,2,3,5,7,16,20,23,
1,2,3,5,6,7,9,22,
1,2,5,6,8,11,27,48,
1,2,3,4,5,10,11,17,
1,2,3,4,5,6,8,10,
1,2,3,6,7,16,20,24,
1,2,4,5,10,13,16,25,
1,2,3,4,5,6,7,13,
1,3,5,6,8,11,17,64,
1,2,3,4,6,8,13,23,
1,2,3,5,6,7,15,19,
1,2,3,4,5,11,14,40,
1,2,3,4,5,7,18,23,
1,2,3,4,5,6,9,25,
1,3,4,7,8,13,21,22,
1,2,4,5,8,14,21,34,
1,2,3,4,8,10,12,13,
1,2,4,6,7,8,9,17,
1,2,3,4,7,9,12,45,
1,2,3,4,5,6,9,16,
1,2,4,5,8,10,11,18,
1,2,4,5,6,7,19,21,
1,2,3,5,7,11,24,27,
1,2,3,4,5,11,28,37,
1,2,4,6,9,13,17,25,
1,2,3,4,10,16,23,26,
1,3,6,7,8,10,12,17,
1,2,4,7,9,13,18,21,
1,2,3,5,6,7,9,11,
1,2,3,5,6,7,10,23,
1,2,4,5,6,8,9,10,
1,2,4,5,7,9,10,12,
1,2,3,4,10,12,14,16,
1,2,3,4,5,6,10,19,
1,2,3,4,6,8,10,12,
1,2,3,4,8,11,30,37,
1,2,3,5,6,12,16,27,
1,3,5,9,12,20,22,30,
1,2,5,8,16,23,33,43,
1,2,3,4,5,6,7,9,
1,2,4,6,7,12,26,38,
1,3,4,6,8,10,11,20,
1,2,3,4,5,7,8,9,
1,2,3,6,7,13,20,32,
1,2,4,8,11,20,22,26,
1,2,4,5,11,16,20,23,
1,3,4,8,9,11,13,14,
1,2,3,4,5,6,15,27,
1,2,3,4,5,7,8,18,
1,2,3,5,6,7,11,26,
1,2,3,7,8,9,16,18,
1,2,3,4,6,10,18,22,
1,2,3,4,5,6,7,19,
1,2,3,4,6,8,14,16,
1,2,5,6,7,8,11,16,
1,2,3,4,5,7,9,16,
1,2,3,4,5,12,20,34,
1,2,4,5,9,11,13,18,
1,2,3,4,5,10,13,26,
1,3,4,6,7,9,11,20,
1,2,4,5,6,7,9,22,
1,2,3,4,5,8,13,23,
1,2,4,6,10,17,18,19,
1,3,4,6,11,12,17,18,
1,3,4,6,9,10,14,32,
1,2,3,4,6,9,23,32,
1,2,3,5,7,9,12,32,
1,2,4,5,6,8,13,17,
1,2,4,6,7,10,11,17,
1,2,3,8,9,11,18,23,
1,2,3,4,12,14,19,29,
1,2,3,4,5,6,7,19,
1,2,3,4,7,10,12,15,
1,2,3,4,10,12,13,20,
1,2,3,4,5,6,10,12,
1,2,4,5,7,8,14,19,
1,2,3,4,5,6,7,29,
1,2,5,6,7,8,16,17,
1,2,5,6,9,14,16,24,
1,2,3,7,9,12,14,26,
1,2,3,4,7,11,14,24,
1,2,6,7,10,13,19,25,
1,2,3,4,7,8,10,18,
1,2,3,4,5,6,8,13,
1,3,4,7,8,10,18,21,
1,2,3,5,7,11,21,22,
1,2,3,5,8,9,11,25,
1,2,4,6,7,8,17,19,
1,2,3,4,5,8,10,37,
1,2,3,5,7,10,11,20,
1,2,5,7,8,11,14,15,
1,2,3,4,5,6,16,17,
1,2,4,5,6,7,8,13,
1,2,3,6,8,9,14,20,
1,2,3,5,7,8,9,16,
1,2,3,4,6,7,8,51,
1,3,4,6,7,8,9,14,
1,2,3,6,11,14,17,20,
1,2,3,4,5,6,15,17,
1,2,6,7,8,10,12,20,
1,2,3,4,7,8,9,13,
1,2,3,6,7,8,16,34,
1,2,3,4,5,10,11,15,
1,2,3,4,5,10,22,35,
1,2,3,7,8,9,13,26,
1,2,3,5,7,8,10,11,
1,3,4,6,7,9,14,18,
1,3,4,7,9,13,14,21,
1,4,5,6,7,14,18,26,
1,2,4,5,7,9,19,21,
1,2,3,5,7,8,9,13,
1,3,5,6,11,12,14,19,
1,2,4,5,8,9,13,28,
1,2,3,4,8,9,12,15,
1,2,3,4,7,8,14,15,
1,3,4,5,6,7,9,10,
1,2,3,4,5,6,9,10,
1,3,4,6,7,8,9,11,
1,2,3,4,5,16,17,19,
1,2,3,6,8,11,13,15,
1,2,3,5,6,7,10,13,
1,3,4,5,6,9,11,21,
1,2,4,5,12,13,15,18,
1,2,3,4,7,9,14,17,
1,2,3,6,10,17,20,23,
1,2,3,4,9,11,20,25,
1,2,3,6,7,13,16,19,
1,2,3,6,7,13,14,20,
1,2,5,7,9,10,15,20,
1,2,3,5,6,12,13,20,
1,2,4,7,8,9,12,17,
1,2,3,4,5,11,19,21,
1,2,3,4,5,7,10,13,
1,2,3,4,6,8,15,30,
1,2,3,4,6,10,12,13,
1,2,4,6,8,12,14,27,
1,4,6,10,12,14,16,39,
1,2,3,6,8,10,12,15,
1,4,5,6,10,11,13,24,
1,4,6,7,8,9,13,26,
1,2,4,5,10,12,14,22,
1,2,7,8,10,15,16,17,
1,2,5,6,8,9,12,38,
1,2,3,5,6,8,13,23,
1,2,5,6,7,9,11,24,
1,2,3,4,6,9,10,25,
1,2,3,4,8,9,13,17,
1,2,3,6,15,18,19,20,
1,3,4,5,6,8,9,21,
1,2,3,6,8,9,15,30,
1,2,3,4,7,9,15,16,
1,2,3,5,9,14,17,21,
1,3,4,5,6,7,20,28,
1,2,3,4,7,9,18,23,
1,2,3,4,7,10,14,19,
1,2,4,5,6,7,8,13,
1,2,3,4,8,9,11,21,
1,2,3,4,5,13,16,28,
1,2,3,4,5,10,16,21,
1,2,3,4,5,10,11,12,
1,2,4,5,6,7,9,19,
1,2,3,4,7,10,14,27,
1,3,4,8,12,13,20,27,
1,3,4,5,6,7,16,29,
1,2,3,4,8,16,23,32,
1,2,4,6,7,11,20,31,
1,2,3,4,6,7,14,36,
1,3,4,7,10,11,12,15,
1,3,4,6,9,15,17,18,
1,2,3,4,6,9,10,14,
1,3,4,6,7,12,17,30,
1,2,3,4,6,7,11,19,
1,5,6,8,10,11,14,51,
1,3,4,5,7,10,14,18,
1,2,4,6,7,13,24,25,
1,2,4,5,6,7,15,27,
1,3,4,5,8,9,14,17,
1,2,4,6,7,13,15,17,
1,4,5,6,11,13,16,30,
1,2,3,9,11,14,22,34,
1,2,3,5,6,7,9,17,
1,2,4,6,8,15,16,18,
1,2,3,8,10,13,21,26,
1,3,4,5,6,8,11,15,
1,2,3,11,13,15,16,22,
1,2,4,5,6,8,15,17,
1,2,3,4,6,11,13,20,
1,2,5,6,11,13,15,18,
1,2,3,4,5,6,7,11,
1,2,3,4,5,7,8,13,
1,6,7,8,13,15,16,19,
1,2,3,4,5,7,9,11,
1,2,3,4,9,10,12,37,
1,2,3,4,7,9,12,16,
1,2,3,4,7,9,21,26,
1,2,3,4,5,8,12,32,
1,2,3,4,5,11,15,47,
1,2,3,4,5,6,9,29,
1,2,3,4,5,8,16,21,
1,2,3,4,7,8,10,13,
1,2,3,4,6,10,14,35,
1,2,3,4,5,7,12,18,
1,2,3,4,6,7,9,17,
1,2,4,6,7,10,11,12,
1,3,4,5,6,8,13,19,
1,2,3,4,5,8,10,20,
1,2,4,5,7,8,20,40,
1,2,3,5,7,10,12,13,
1,2,3,4,5,6,10,24,
1,3,4,6,7,8,9,33,
1,2,3,4,5,11,17,19,
1,2,4,6,10,11,15,25,
1,2,4,5,8,16,18,21,
1,2,3,6,9,16,22,26,
1,3,4,6,8,9,10,20,
1,2,3,4,7,9,10,12,
1,2,3,4,5,6,9,15,
1,2,3,4,5,8,10,14,
1,2,3,5,6,7,9,10,
1,2,3,4,7,8,14,18,
1,2,3,4,5,6,10,30,
1,3,4,6,12,14,18,20,
1,2,3,4,5,7,8,15,
1,2,3,4,7,8,10,16,
1,2,3,4,5,8,14,15,
1,2,4,8,9,10,28,40,
1,2,3,5,6,9,11,13,
1,2,3,4,5,6,9,13,
1,2,3,5,9,14,17,28,
1,2,3,4,5,6,15,67,
1,2,3,4,5,9,11,34,
1,2,3,4,5,11,15,26,
1,2,3,6,9,12,14,16,
1,2,3,6,8,11,16,23,
1,2,4,5,6,8,14,17,
1,2,3,4,7,13,16,31,
1,2,3,4,12,14,15,18,
1,2,3,4,7,8,10,13,
1,3,4,9,10,14,21,22,
1,2,4,5,6,7,13,18,
1,2,3,5,7,8,17,27,
1,2,3,4,8,10,18,24,
1,2,3,5,8,11,14,16,
1,3,4,5,10,12,37,39,
1,2,4,5,6,7,15,39,
1,2,3,4,8,9,12,29,
1,2,3,5,7,8,11,17,
1,2,4,6,7,9,12,17,
1,2,3,4,5,7,16,18,
1,3,4,5,8,13,19,21,
1,2,5,6,7,8,11,24,
1,3,5,6,7,8,22,32,
1,2,4,7,9,15,29,32,
1,2,4,5,8,11,15,21,
1,2,3,5,7,9,11,15,
1,2,3,4,10,11,13,24,
1,2,3,4,9,12,13,22,
1,2,3,5,6,8,11,20,
1,2,3,4,5,10,14,20,
1,2,3,4,5,7,11,15,
1,2,3,5,9,11,15,23,
1,2,3,4,7,8,19,20,
1,2,6,8,9,11,12,14,
1,3,4,6,8,9,15,26,
1,2,3,6,12,15,16,29,
1,2,3,6,9,10,33,42,
1,2,3,4,6,8,15,16,
1,2,3,4,6,7,13,17,
1,2,4,5,7,11,13,14,
1,2,3,4,7,8,9,15,
1,2,3,5,7,9,10,18,
1,2,3,7,11,13,14,33,
1,2,3,6,7,9,12,14,
1,2,3,5,9,12,13,15,
1,2,3,4,5,6,9,14,
1,2,3,4,7,10,13,15,
1,2,4,5,9,13,18,34,
1,2,3,5,6,8,12,36,
1,2,4,6,11,12,13,14,
1,2,3,4,5,6,7,14,
1,2,3,4,5,7,10,15,
1,2,3,4,6,7,22,35,
1,2,3,4,5,9,11,15,
1,2,3,4,6,9,12,15,
1,2,3,10,11,13,14,18,
1,2,5,6,7,8,12,14,
1,2,3,4,6,7,8,23,
1,2,5,8,9,11,13,14,
1,2,3,4,7,11,14,17,
1,2,3,4,5,9,10,16,
1,2,3,5,6,8,13,16,
1,2,3,4,5,8,9,12,
1,2,3,4,5,6,8,13,
1,2,4,7,10,11,12,26,
1,2,3,5,6,11,12,15,
1,3,4,5,6,7,18,20,
1,2,3,4,7,11,15,24,
1,2,3,5,6,9,13,28,
1,2,3,4,6,7,8,18,
1,2,3,4,7,8,9,46,
1,2,3,4,5,10,18,19,
1,3,4,5,6,7,12,19,
1,2,3,4,5,6,8,9,
1,2,3,4,7,8,10,17,
1,2,3,4,5,6,10,11,
1,2,3,4,5,8,20,22,
1,3,4,7,8,10,15,28,
1,3,4,5,7,8,12,15,
1,3,5,6,7,9,10,31,
1,2,3,4,5,6,7,30,
1,3,4,5,6,7,9,12,
1,2,3,7,8,9,10,14,
1,2,3,5,6,7,9,24,
1,2,3,4,5,7,16,29,
1,3,4,7,8,14,17,22,
1,4,8,10,12,16,18,22,
1,2,4,6,9,12,16,22,
1,2,6,7,9,10,13,19,
1,4,5,6,7,10,13,18,
1,2,3,5,6,12,15,36,
1,3,4,5,6,13,14,27,
1,2,3,4,5,6,7,33,
1,2,4,5,6,8,12,14,
1,2,3,6,7,9,12,20,
1,2,4,5,6,7,11,13,
1,2,3,4,5,10,11,13,
1,2,3,8,10,12,15,29,
1,2,4,5,8,9,14,16,
1,2,3,4,5,12,15,19,
1,2,3,4,6,7,11,15,
1,2,5,6,8,9,11,17,
1,2,3,4,5,6,11,36,
1,2,3,4,5,7,13,22,
1,2,4,5,6,11,13,30,
1,2,3,5,6,8,14,19,
1,2,3,4,5,6,11,15,
1,2,4,5,7,8,9,11,
1,2,3,4,6,11,12,17,
1,2,3,6,10,18,23,36,
1,3,5,7,9,11,16,51,
1,2,3,5,10,11,13,21,
1,2,4,5,10,11,12,22,
1,2,3,4,6,8,11,20,
1,2,3,6,9,11,18,33,
1,2,3,4,6,7,22,24,
1,2,3,4,7,9,15,17,
1,3,4,6,13,17,21,29,
1,3,4,5,7,8,12,21,
1,2,3,4,5,7,8,14,
1,2,3,6,7,8,10,12,
1,3,5,7,8,9,10,13,
1,2,4,5,6,7,11,14,
1,2,3,4,5,10,13,15,
1,2,3,5,6,8,11,21,
1,2,3,4,5,7,17,20,
1,2,4,5,8,10,16,66,
1,3,4,5,6,11,12,24,
1,2,3,4,5,6,9,15,
1,2,3,4,5,6,8,23,
1,2,3,4,6,11,16,19,
1,2,3,4,5,7,13,14,
1,2,4,5,8,10,14,19,
1,2,4,8,9,10,12,15,
1,2,5,6,7,9,14,15,
1,2,3,4,5,7,23,25,
1,2,3,4,5,6,9,15,
1,2,3,6,11,13,14,35,
1,3,4,6,7,8,9,15,
1,2,3,6,7,11,19,26,
1,2,3,4,5,7,22,26,
1,2,3,4,5,6,7,8,
1,2,3,4,5,8,9,10,
1,2,3,6,13,17,20,25,
1,2,3,4,5,7,9,15,
1,2,3,6,7,10,14,32,
1,2,3,7,8,10,12,16,
1,2,3,4,5,9,10,40,
1,2,4,5,6,12,16,17,
1,2,5,6,7,8,11,15,
1,2,3,4,7,12,15,24,
1,2,5,7,8,11,16,17,
1,2,4,6,8,10,12,18,
1,2,3,4,5,7,11,12,
1,3,6,7,8,9,18,30,
1,2,3,4,10,18,20,32,
1,2,3,4,5,6,14,21,
1,2,3,4,5,7,8,20,
1,2,3,4,6,9,15,26,
1,3,4,5,10,12,16,36,
1,2,3,5,7,8,9,17,
1,2,3,4,8,10,11,17,
1,2,3,5,9,10,11,21,
1,2,3,4,5,6,9,23,
1,2,3,4,7,9,11,16,
1,3,4,5,7,8,11,14,
1,2,3,7,8,9,12,19,
1,2,3,4,8,9,18,27,
1,2,3,5,6,7,8,11,
1,2,3,4,7,10,19,38,
1,2,3,4,10,14,15,22,
1,2,4,6,7,10,12,13,
1,2,3,7,8,9,15,21,
1,2,3,4,5,6,10,12,
1,3,4,6,7,9,14,15,
1,2,3,4,5,6,7,34,
1,2,3,5,9,19,25,37,
1,2,3,5,6,7,17,18,
1,2,4,5,7,8,9,10,
1,2,3,4,6,8,13,23,
1,2,3,4,5,12,16,20,
1,2,3,4,6,7,10,15,
1,2,3,4,5,11,14,15,
1,2,3,4,6,8,12,13,
1,2,3,4,5,6,7,9,
1,2,3,5,6,14,17,19,
1,2,4,5,6,9,11,34,
1,2,3,4,9,10,11,24,
1,2,3,4,5,7,9,15,
1,2,3,7,11,14,18,30,
1,2,3,4,5,9,15,29,
1,2,3,4,5,7,10,13,
1,2,4,6,7,8,10,20,
1,2,3,4,5,7,8,16,
1,2,3,4,8,9,12,17,
1,2,7,8,9,11,15,33,
1,2,3,7,9,10,11,28,
1,2,3,4,6,8,9,25,
1,2,3,4,6,7,9,10,
1,2,3,4,8,13,18,25,
1,2,3,4,7,10,13,16,
1,2,5,7,10,12,16,18,
1,2,3,5,6,9,10,13,
1,4,7,8,9,14,21,23,
1,2,3,4,5,6,10,12,
1,2,3,5,7,9,10,19,
1,2,3,4,5,6,7,14,
1,2,7,9,12,17,28,30,
1,2,4,6,9,10,11,15,
1,2,3,4,6,12,16,17,
1,3,4,5,6,7,12,16,
1,3,4,5,9,10,11,12,
1,2,3,6,7,10,12,14,
1,2,3,4,8,9,12,16,
1,3,4,5,6,7,12,28,
1,4,6,7,11,14,15,21,
1,2,3,4,7,11,13,31,
1,2,3,4,6,7,17,23,
1,2,5,6,8,9,10,12,
1,2,4,8,11,12,21,30,
1,2,3,4,8,14,21,27,
1,2,4,5,6,7,9,15,
1,3,4,5,7,8,12,13,
1,2,3,5,7,11,13,35,
1,2,3,6,7,10,14,23,
1,2,3,4,5,6,9,10,
1,2,3,4,14,15,20,22,
1,2,4,5,7,9,11,22,
1,2,3,5,6,7,19,42,
1,3,7,10,11,12,21,31,
1,2,3,4,5,6,7,9,
1,2,4,7,8,9,10,15,
1,3,5,7,8,9,14,16,
1,2,3,6,7,8,12,16,
1,2,3,4,5,8,12,22,
1,3,4,5,6,10,12,14,
1,2,4,5,6,8,9,14,
1,2,3,4,6,7,13,16,
1,2,4,5,7,8,9,10,
1,2,3,4,6,9,11,22,
1,2,4,5,7,8,9,21,
1,2,8,10,12,13,16,35,
1,2,3,6,7,11,13,16,
1,2,3,4,6,14,15,16,
1,2,3,6,7,11,19,47,
1,2,6,7,8,10,16,18,
1,2,4,5,6,7,14,21,
1,2,4,5,6,15,18,20,
1,2,3,4,5,10,17,18,
1,2,4,8,9,10,12,25,
1,2,3,4,8,14,16,30,
1,2,3,4,5,6,18,22,
1,2,3,6,7,10,12,14,
1,2,3,7,8,9,13,28,
1,2,3,4,5,12,13,20,
1,2,3,5,8,11,15,34,
1,2,3,5,6,9,13,22,
1,2,3,4,5,16,25,44,
1,2,8,9,10,12,18,19,
1,2,3,5,6,9,15,22,
1,3,6,7,10,12,24,30,
1,2,3,4,5,12,14,20,
1,2,3,4,7,8,11,19,
1,2,3,5,6,9,11,33,
1,2,3,6,8,9,11,35,
1,2,5,6,8,11,25,52,
1,2,3,5,6,13,15,22,
1,2,3,5,11,17,19,42,
1,2,3,4,5,6,9,10,
1,2,3,4,6,12,23,28,
1,2,4,5,7,9,14,18,
1,2,3,6,10,19,20,23,
1,2,5,7,8,10,11,12,
1,3,4,5,7,15,16,36,
1,2,3,4,5,11,14,19,
1,2,3,4,6,12,15,17,
1,2,3,5,6,7,11,13,
1,2,3,4,8,9,12,13,
1,2,4,6,7,8,15,19,
1,2,3,4,9,11,12,26,
1,2,4,5,6,7,8,17,
1,3,4,5,7,11,13,21,
1,2,4,6,11,13,15,18,
1,2,4,6,7,13,14,24,
1,2,3,4,6,8,10,11,
1,2,3,4,8,11,20,21,
1,2,4,5,7,12,14,32,
1,2,3,5,9,15,16,20,
1,2,4,6,7,8,11,24,
1,2,3,4,6,9,12,13,
1,2,3,6,8,11,13,14,
1,2,4,5,6,7,16,23,
